feed_flow_m3_h,feed_temp_C,reflux_ratio_LD,reboiler_steam_t_h,top_pressure_bar_a,top_temp_C,bottoms_temp_C,purity_lab_pct_vv
11.12,84.83,3.45,2.64,1.175,78.4,103.03,95.2
12.86,81.63,2.3,1.84,1.131,77.73,100.94,94.06
12.16,91.04,3.31,2.52,1.169,78.42,102.37,94.27
11.85,89.33,2.83,2.45,1.155,78.17,102.34,94.3
11.57,88.72,2.59,2.56,1.141,78.23,102.04,94.12
11.53,86.68,2.42,3.28,1.19,78.46,102.99,94.61
11.32,88.22,3.52,2.39,1.162,78.36,103.25,94.5
11.67,88.82,3.76,2.72,1.205,78.55,103.3,94.91
12.0,88.25,3.13,2.66,1.179,78.3,102.56,94.76
11.89,88.04,3.45,1.93,1.169,78.05,102.51,94.35
11.15,84.01,2.29,3.16,1.167,78.27,102.72,94.63
11.84,86.96,3.38,2.55,1.179,78.45,102.95,94.95
11.46,84.84,2.98,3.21,1.186,78.58,103.4,95.21
12.1,83.42,2.27,1.78,1.131,77.79,100.78,93.94
13.12,83.5,2.71,3.3,1.187,78.58,103.03,95.1
12.38,86.95,3.31,2.58,1.188,78.34,102.84,94.81
11.81,88.33,2.75,1.78,1.128,77.94,100.83,93.5
11.03,83.0,2.23,1.76,1.129,77.73,100.97,93.91
11.15,89.85,2.48,2.42,1.164,78.04,101.99,93.69
10.99,89.24,2.79,3.26,1.193,78.43,102.85,94.52
12.44,85.17,3.67,2.5,1.171,78.41,102.98,95.26
11.54,84.99,2.47,2.07,1.142,77.92,101.46,94.21
12.04,85.85,2.24,2.69,1.153,78.12,102.05,94.17
11.63,88.17,2.82,3.17,1.18,78.44,103.01,94.53
12.05,85.16,2.71,3.03,1.15,78.27,102.63,94.89
12.84,83.57,2.83,2.68,1.173,78.31,102.56,95.15
11.59,86.76,2.77,2.96,1.156,78.28,102.74,94.7
11.8,81.46,2.56,1.79,1.154,77.92,100.92,94.52
11.52,86.31,2.28,2.19,1.144,77.94,101.26,93.85
12.52,88.55,3.37,2.33,1.168,78.17,102.52,94.41
11.38,86.68,3.55,2.56,1.185,78.37,103.21,94.92
11.32,87.72,3.05,2.4,1.164,78.31,102.04,94.3
11.17,87.09,2.26,2.56,1.142,78.01,101.55,94.04
11.15,87.6,2.51,1.65,1.127,77.77,100.85,93.35
12.28,86.32,2.36,1.8,1.132,77.8,100.98,93.4
13.54,84.18,3.19,2.02,1.148,78.16,102.64,94.89
11.4,85.51,2.67,2.24,1.156,78.12,101.76,94.33
12.57,85.84,3.73,1.96,1.178,78.28,102.81,94.75
12.15,88.77,2.68,1.95,1.151,78.11,101.66,93.64
11.34,89.58,2.7,2.04,1.155,77.97,101.91,93.67
11.83,86.93,2.83,3.06,1.188,78.37,103.32,94.84
11.86,84.34,2.37,2.37,1.152,78.01,101.77,94.48
11.59,84.39,3.52,1.66,1.166,78.14,101.75,94.48
13.16,85.59,3.8,2.22,1.177,78.52,102.83,94.81
10.86,89.06,3.0,3.2,1.188,78.68,103.6,94.47
12.23,86.74,3.67,1.88,1.177,78.23,102.92,94.42
12.2,85.88,2.93,2.82,1.19,78.34,103.04,95.03
11.65,84.32,2.94,3.19,1.178,78.53,103.74,95.35
12.09,87.94,2.52,3.26,1.159,78.36,102.97,94.32
12.53,86.64,3.19,2.6,1.193,78.42,102.54,94.83
12.09,85.89,3.29,1.98,1.168,78.09,102.15,94.58
12.25,86.23,2.91,1.89,1.163,78.09,101.71,94.3
12.42,89.71,3.49,2.1,1.174,78.11,102.69,94.01
10.78,85.65,2.43,3.1,1.169,78.33,102.75,94.7
12.89,89.71,2.75,3.21,1.172,78.48,102.77,94.23
13.37,88.73,2.91,2.67,1.158,78.48,102.82,94.21
12.59,86.12,3.46,2.43,1.188,78.31,102.67,94.8
12.61,87.94,3.63,2.46,1.188,78.49,103.08,94.82
11.16,85.73,2.41,1.81,1.133,77.9,101.19,93.75
11.93,84.18,2.43,2.46,1.138,78.0,101.98,94.53
11.51,85.41,3.72,2.5,1.177,78.5,103.28,95.21
11.65,84.0,2.89,1.7,1.133,77.89,101.26,94.35
12.58,87.13,2.8,1.83,1.138,77.88,101.42,93.82
11.52,86.03,2.93,2.33,1.13,78.07,102.38,94.78
11.92,87.25,3.69,2.21,1.176,78.36,102.69,94.66
10.85,87.82,3.61,1.58,1.169,78.05,101.7,93.79
11.9,79.14,2.75,2.8,1.161,78.13,101.9,95.81
12.05,86.69,2.91,1.64,1.138,77.96,101.36,93.65
11.58,82.04,2.77,2.5,1.161,78.06,101.97,95.21
11.57,86.37,3.73,1.93,1.157,78.34,102.51,94.69
13.13,84.07,2.34,2.86,1.162,78.2,101.91,94.76
11.27,86.23,3.18,2.13,1.151,78.13,102.08,94.66
11.37,89.0,2.83,2.09,1.144,77.95,101.69,93.9
11.51,82.24,3.26,3.06,1.189,78.46,103.56,95.67
12.72,86.42,2.68,3.14,1.174,78.28,102.61,94.56
13.26,85.83,2.87,2.38,1.159,78.15,101.87,94.6
12.2,81.84,2.61,1.66,1.122,77.83,101.09,94.3
11.57,87.43,2.52,1.95,1.144,78.12,101.51,93.65
11.74,86.08,2.9,2.39,1.148,78.03,101.97,94.58
12.64,84.88,3.55,2.15,1.176,78.26,102.71,95.08
11.45,84.41,3.42,1.96,1.155,78.25,102.24,94.92
12.87,93.07,2.96,1.64,1.128,78.03,101.52,92.71
12.85,85.13,3.63,2.13,1.169,78.43,102.19,94.91
12.04,82.04,3.22,2.51,1.16,78.26,102.69,95.66
12.39,83.95,2.98,1.93,1.143,78.12,101.69,94.62
12.45,85.19,3.52,2.35,1.171,78.14,102.83,95.05
12.93,85.15,2.41,1.68,1.134,77.78,100.72,93.39
11.37,85.83,3.01,2.52,1.173,78.33,102.42,94.66
12.71,83.7,2.64,1.92,1.144,78.01,100.86,94.14
11.77,87.19,3.53,2.73,1.181,78.39,103.22,94.73
11.54,84.94,2.43,2.95,1.148,78.18,102.7,94.66
12.06,83.01,2.29,3.02,1.159,78.06,102.34,94.84
11.87,84.21,3.54,1.72,1.153,78.1,102.1,94.5
11.41,85.15,2.49,2.68,1.155,78.06,102.19,94.63
11.04,87.87,2.94,1.76,1.137,78.01,101.86,93.83
11.43,87.07,2.53,1.87,1.13,77.84,101.06,93.68
12.87,85.26,3.28,2.53,1.18,78.4,102.37,94.86
13.18,86.04,3.75,2.05,1.157,78.33,102.4,94.83
12.39,86.47,2.97,2.17,1.154,78.11,101.85,94.54
12.71,90.49,2.81,2.55,1.173,78.36,102.31,93.84
11.69,84.64,3.46,2.73,1.174,78.57,103.35,95.54
11.95,87.03,2.38,2.0,1.125,77.8,101.04,93.66
12.17,87.6,3.2,2.87,1.177,78.55,102.8,94.71
11.35,83.9,3.59,2.15,1.166,78.38,102.84,95.12
11.41,86.42,2.93,1.59,1.14,78.03,101.57,93.56
12.06,86.36,3.03,2.05,1.166,78.15,101.74,94.33
11.81,84.97,3.04,2.58,1.166,78.16,102.74,94.85
11.36,87.25,2.47,1.64,1.133,77.78,100.85,93.4
12.23,88.26,3.34,2.8,1.175,78.28,102.99,94.75
11.84,88.49,3.78,2.41,1.176,78.36,103.08,94.52
12.61,85.58,2.31,1.64,1.126,77.7,100.52,93.37
12.0,86.42,3.75,2.82,1.185,78.7,103.14,95.01
11.82,91.17,2.46,2.26,1.156,78.02,101.25,93.34
12.08,83.57,2.51,2.9,1.159,78.26,102.19,94.97
11.9,86.49,3.37,3.17,1.19,78.66,103.64,95.15
11.6,87.96,3.25,2.23,1.153,78.17,102.46,94.31
11.76,86.33,3.66,2.19,1.168,78.44,102.95,94.79
12.45,87.44,3.38,1.9,1.147,78.18,101.91,94.17
12.39,86.38,2.64,2.59,1.153,78.11,102.15,94.46
12.77,87.66,2.67,3.05,1.154,78.3,102.36,94.58
10.98,88.82,3.03,3.17,1.183,78.48,102.97,94.8
11.76,85.51,3.16,2.54,1.186,78.37,102.88,95.13
11.75,86.43,3.01,1.85,1.128,78.15,101.65,94.08
12.1,85.88,2.76,3.11,1.192,78.37,103.34,94.77
11.73,85.11,3.28,2.89,1.181,78.46,103.32,95.25
11.69,85.96,2.87,1.86,1.152,78.14,101.43,94.18
12.47,83.51,3.47,2.25,1.159,78.57,102.44,95.0
12.11,87.64,3.45,1.62,1.171,78.24,101.35,93.78
11.3,89.75,2.76,2.67,1.153,78.26,102.7,94.29
12.8,89.75,3.69,1.86,1.163,78.22,102.63,93.76
12.6,88.81,3.77,2.71,1.205,78.62,104.34,94.66
11.66,83.88,2.52,1.53,1.113,77.81,101.33,93.62
12.5,89.34,3.69,2.72,1.164,78.48,103.45,94.67
11.56,84.43,3.36,2.24,1.165,78.39,102.23,95.04
12.68,85.88,2.34,2.36,1.136,78.21,101.15,94.03
11.87,90.06,3.23,2.0,1.146,78.09,101.98,93.7
11.52,83.64,2.23,2.03,1.123,77.8,101.09,94.13
11.78,87.85,3.64,2.84,1.175,78.53,103.1,94.94
11.54,86.62,3.48,1.84,1.171,78.08,102.32,94.28
12.12,85.67,3.61,2.69,1.196,78.57,103.49,95.2
12.11,84.07,2.85,2.73,1.153,78.18,102.28,95.15
12.02,86.93,2.59,3.12,1.17,78.4,102.65,94.38
11.67,84.98,2.33,1.98,1.128,77.91,100.79,93.76
9.8,88.3,3.35,2.25,1.177,78.34,102.74,94.42
12.06,88.69,3.29,2.15,1.153,78.11,102.09,94.14
10.86,82.97,2.9,2.1,1.166,78.1,101.57,94.63
12.15,84.89,2.7,1.52,1.129,77.86,100.5,93.61
12.68,85.3,2.61,2.75,1.154,78.3,102.06,94.77
12.16,83.4,3.07,2.09,1.154,78.17,101.59,94.87
11.77,83.54,2.72,1.82,1.133,77.9,101.62,94.46
11.89,86.2,2.32,1.78,1.15,77.9,101.06,93.17
11.92,85.54,3.2,3.17,1.189,78.66,103.08,95.2
11.67,82.37,3.3,2.12,1.156,78.33,102.06,95.38
11.65,84.82,3.1,1.74,1.146,77.97,101.63,94.47
11.45,87.14,2.33,1.61,1.137,77.8,100.75,93.06
12.71,83.35,3.11,2.55,1.159,78.24,102.32,95.16
11.99,83.97,2.45,3.2,1.153,78.32,102.99,94.91
12.57,89.49,2.42,2.42,1.161,78.12,101.9,93.5
11.85,88.9,3.24,1.56,1.15,77.9,102.08,93.42
12.04,82.43,2.63,2.46,1.149,78.35,101.3,94.85
11.9,83.03,3.28,2.73,1.177,78.52,102.57,95.52
12.28,86.83,3.26,1.63,1.157,77.98,101.86,93.89
12.5,83.38,2.29,3.05,1.135,78.19,102.38,94.89
12.14,85.44,2.44,2.15,1.153,77.96,101.37,94.14
11.6,85.01,3.55,1.58,1.15,78.1,101.63,94.2
11.53,87.23,3.57,2.68,1.19,78.4,103.33,94.95
13.0,80.44,2.82,1.93,1.143,78.0,101.45,94.87
11.83,81.15,3.03,2.98,1.209,78.31,103.35,95.77
11.83,83.3,2.52,1.94,1.131,77.88,101.57,94.33
12.88,88.23,3.0,2.96,1.188,78.56,103.17,94.6
12.65,85.66,2.87,2.24,1.128,78.13,101.52,94.6
12.32,82.24,3.74,2.46,1.182,78.44,103.21,95.45
11.76,87.08,3.46,2.71,1.189,78.59,103.57,94.97
13.41,87.56,3.08,2.28,1.145,78.23,102.71,94.42
12.24,85.46,3.25,3.0,1.164,78.55,103.55,95.07
12.33,85.27,2.43,1.99,1.137,77.87,101.53,94.15
11.9,86.96,2.54,2.96,1.175,78.36,102.28,94.36
11.15,88.66,2.72,2.31,1.164,78.08,102.28,94.29
11.2,86.34,3.02,3.22,1.178,78.58,103.74,95.1
12.24,87.17,2.21,1.83,1.129,77.84,100.95,93.31
12.24,85.89,3.59,2.32,1.16,78.51,102.94,94.96
11.86,85.16,2.79,3.2,1.196,78.51,102.97,95.11
11.3,83.98,2.37,1.53,1.116,77.74,100.71,93.43
11.14,86.56,3.06,1.98,1.164,78.02,101.8,94.25
11.8,85.34,3.44,1.78,1.152,78.13,102.17,94.25
11.13,85.46,2.88,1.81,1.139,77.93,101.46,94.24
12.54,88.05,2.85,1.51,1.149,78.0,100.75,93.18
12.69,87.07,2.93,2.31,1.149,78.14,101.98,94.46
13.7,87.91,3.77,2.18,1.187,78.2,102.94,94.54
12.53,82.53,3.05,1.77,1.141,78.06,101.69,94.52
11.64,87.23,2.65,1.91,1.13,78.02,101.76,93.89
11.48,84.7,3.76,1.73,1.153,78.15,102.55,94.63
9.93,84.22,3.23,3.0,1.195,78.55,103.55,95.51
11.64,84.13,3.71,2.77,1.188,78.46,103.44,95.58
11.89,88.67,2.49,3.16,1.166,78.35,102.92,94.16
12.58,87.82,3.03,2.45,1.148,78.24,102.21,94.43
12.37,84.42,3.63,1.53,1.164,78.14,101.77,94.37
12.35,83.5,3.35,2.87,1.194,78.53,103.42,95.4
12.13,86.03,3.27,1.85,1.156,78.07,102.01,94.21
12.4,84.99,3.66,1.93,1.172,78.33,102.24,94.66
12.87,89.65,2.72,3.0,1.139,78.31,102.95,94.24
11.36,82.79,3.67,1.97,1.161,78.29,102.87,95.16
11.73,81.97,2.97,3.03,1.18,78.54,103.19,95.81
11.17,85.44,3.06,1.91,1.15,78.0,102.13,94.12
12.97,86.02,2.79,2.64,1.157,78.25,102.6,94.56
12.78,86.29,3.36,2.05,1.163,78.34,102.5,94.48
12.45,87.66,2.5,2.91,1.156,78.35,102.18,94.27
11.28,90.56,2.69,1.94,1.134,77.92,100.99,93.5
12.1,85.25,2.66,1.92,1.127,77.91,101.32,94.1
11.86,84.8,2.41,2.19,1.142,78.02,100.66,94.13
12.05,82.13,2.5,2.66,1.149,78.11,101.96,95.13
11.89,86.54,2.37,2.14,1.133,77.95,101.08,94.01
12.31,87.88,3.72,2.32,1.191,78.31,102.98,94.4
11.76,85.43,3.63,1.91,1.163,78.3,102.2,94.72
12.51,88.6,3.46,1.66,1.151,77.98,101.91,93.75
12.14,86.07,3.31,1.86,1.139,78.15,101.78,94.28
11.82,89.33,3.41,2.95,1.181,78.59,103.29,94.6
11.93,86.73,3.25,2.9,1.191,78.42,103.5,94.99
11.74,83.67,2.61,2.91,1.171,78.15,102.22,95.02
12.49,84.6,2.56,2.41,1.151,78.0,101.43,94.52
11.84,82.63,2.83,1.88,1.141,77.85,101.89,94.54
12.18,82.18,2.61,3.09,1.172,78.49,102.9,95.32
11.76,86.59,2.3,2.38,1.147,77.85,101.56,93.9
11.11,87.91,2.97,1.7,1.138,77.88,101.37,93.72
12.54,90.3,2.33,2.29,1.117,78.01,101.57,93.24
11.37,85.88,2.77,1.97,1.163,78.01,101.48,94.23
12.41,85.48,2.61,1.91,1.149,78.02,101.59,94.09
12.25,83.56,3.22,3.26,1.189,78.69,103.44,95.56
11.01,88.17,2.69,2.22,1.163,78.11,101.62,94.1
11.43,86.86,3.32,2.05,1.146,78.2,102.36,94.34
11.69,84.69,2.4,2.67,1.167,78.09,101.8,94.6
11.51,87.51,2.77,1.51,1.132,77.84,101.18,93.34
11.29,87.23,2.73,3.08,1.182,78.45,102.51,94.56
12.44,81.89,2.28,3.1,1.16,78.3,102.25,94.96
11.86,87.63,3.18,3.0,1.184,78.53,103.22,94.54
12.23,86.3,3.1,2.78,1.18,78.25,102.66,94.9
11.74,85.14,3.62,1.81,1.171,78.15,102.5,94.54
12.18,85.08,2.38,2.53,1.154,78.03,101.79,94.14
11.55,89.85,2.97,2.44,1.166,78.18,102.36,94.16
11.98,89.38,2.78,3.26,1.174,78.37,102.57,94.27
12.35,90.02,3.17,2.6,1.188,78.4,102.84,94.28
12.03,83.47,2.25,2.0,1.133,77.94,101.09,94.03
11.73,84.56,2.65,3.29,1.175,78.57,102.47,95.06
11.35,87.99,2.42,2.41,1.144,78.01,101.78,93.93
12.1,83.34,3.37,2.62,1.164,78.4,103.01,95.41
12.21,84.42,3.42,2.15,1.157,78.27,102.26,95.02
11.84,82.03,2.46,1.91,1.119,77.89,100.92,94.53
11.54,90.08,3.08,2.44,1.166,78.19,102.07,93.91
12.33,88.34,2.85,3.15,1.178,78.5,103.02,94.52
13.49,87.01,2.84,1.88,1.145,77.84,101.55,93.82
11.82,86.48,3.16,2.55,1.157,78.29,102.58,94.7
12.2,85.08,3.46,2.51,1.171,78.25,103.4,95.27
12.23,85.12,2.21,2.37,1.134,78.03,101.46,94.15
10.46,87.35,2.49,1.92,1.145,77.8,101.28,93.61
12.07,84.43,3.6,1.92,1.148,78.15,101.96,94.7
11.58,88.7,2.88,3.05,1.161,78.41,103.0,94.57
12.83,84.92,3.55,1.6,1.165,78.04,102.18,94.19
11.85,84.08,2.65,2.57,1.161,78.19,101.91,94.8
11.53,88.86,2.51,1.54,1.109,77.75,101.34,92.72
11.87,85.68,2.55,2.47,1.166,78.27,101.79,94.43
12.1,87.22,3.34,2.83,1.197,78.38,103.18,95.01
11.66,85.09,3.11,2.58,1.18,78.25,102.52,94.98
11.97,81.05,3.03,2.93,1.156,78.46,102.84,95.75
11.19,87.2,3.24,2.73,1.178,78.42,102.2,95.03
11.86,83.04,3.65,1.71,1.149,78.22,102.38,94.88
12.47,88.38,2.26,2.46,1.142,78.0,101.06,93.79
13.18,82.59,2.91,3.13,1.164,78.53,103.37,95.5
12.42,81.9,2.69,2.72,1.18,78.27,102.07,95.39
12.16,86.68,3.31,1.93,1.149,78.27,101.94,94.17
12.71,86.94,2.21,2.25,1.14,77.83,101.96,93.58
12.61,86.23,2.52,1.84,1.142,77.91,100.93,93.55
13.0,83.33,2.94,1.82,1.15,77.99,101.52,94.71
12.65,87.95,3.1,2.61,1.174,78.36,102.32,94.55
11.93,82.78,2.95,2.52,1.159,78.18,102.34,95.24
12.16,84.98,2.52,2.54,1.155,78.19,102.07,94.46
12.11,84.27,2.38,2.08,1.135,77.82,101.7,94.06
12.18,85.17,3.35,2.56,1.152,78.46,102.18,94.83
12.12,87.88,2.82,3.0,1.183,78.42,102.78,94.76
11.53,84.61,3.63,2.51,1.174,78.31,103.22,95.3
10.74,87.24,2.6,3.23,1.169,78.42,103.07,94.58
11.6,87.53,2.97,2.12,1.149,77.97,101.76,94.09
10.78,82.24,2.4,3.2,1.155,78.36,102.63,95.16
12.04,83.43,3.3,1.63,1.135,77.93,102.19,94.5
12.0,85.16,2.49,3.16,1.152,78.33,102.75,94.71
10.99,84.7,2.32,2.72,1.158,78.11,102.5,94.57
12.41,86.68,3.11,2.4,1.176,78.13,102.11,94.55
12.52,81.75,3.31,2.11,1.161,78.07,102.1,95.32
12.06,87.59,3.2,3.08,1.174,78.56,103.29,94.94
13.0,87.64,3.12,2.44,1.178,78.24,102.21,94.54
13.12,85.63,3.18,1.84,1.147,78.17,102.0,94.32
11.28,82.96,2.73,2.79,1.15,78.27,102.19,95.21
12.62,86.01,3.11,1.71,1.126,78.24,101.71,93.94
12.26,84.82,3.59,2.24,1.173,78.36,102.34,95.1
12.25,87.25,2.6,1.77,1.148,78.03,100.95,93.51
12.56,85.81,3.68,2.82,1.186,78.6,103.53,95.13
11.57,87.6,2.7,1.85,1.132,77.95,101.51,93.8
11.64,85.05,3.56,1.76,1.155,78.22,101.9,94.36
11.5,89.17,3.03,2.7,1.162,78.28,102.3,94.34
11.55,80.93,3.7,2.74,1.182,78.5,103.54,96.11
11.94,83.76,2.37,2.44,1.149,78.18,101.45,94.62
11.13,87.08,3.66,1.99,1.159,78.27,102.6,94.48
11.37,82.68,2.34,1.61,1.132,77.66,101.04,93.83
12.35,87.62,2.94,2.05,1.14,78.13,102.0,94.15
11.96,83.32,2.84,1.82,1.148,77.91,101.09,94.46
12.23,86.21,2.9,2.35,1.161,78.18,102.45,94.47
10.87,83.99,3.05,1.69,1.139,78.09,101.82,94.43
11.53,85.03,3.76,2.63,1.183,78.64,103.18,95.36
11.67,86.38,3.12,2.99,1.177,78.61,102.99,95.0
12.02,85.77,2.28,2.56,1.164,78.16,102.1,94.27
11.65,85.16,2.79,2.65,1.155,78.3,102.46,94.87
12.56,90.74,3.7,1.63,1.169,78.22,102.23,93.37
11.97,86.02,2.48,2.13,1.151,78.0,101.74,94.06
12.01,83.87,3.05,2.99,1.176,78.44,103.17,95.54
12.01,88.04,3.37,2.49,1.189,78.55,103.49,94.55
12.42,87.81,2.51,2.41,1.125,78.08,102.16,93.96
11.72,88.69,2.9,1.7,1.142,78.1,101.45,93.44
12.67,89.93,3.18,1.94,1.154,78.12,102.0,93.78
12.28,83.93,3.12,2.08,1.156,78.25,101.99,94.71
12.09,88.33,3.24,1.57,1.152,77.79,101.9,93.6
12.03,88.51,3.17,2.51,1.164,78.33,102.3,94.53
12.31,86.0,3.68,2.53,1.18,78.43,103.37,94.99
12.61,86.54,3.45,1.9,1.17,78.32,102.04,94.28
12.57,79.39,3.08,2.08,1.153,78.27,101.56,95.37
12.23,84.74,2.59,2.62,1.147,78.13,102.39,94.7
12.53,89.93,2.31,2.49,1.152,78.05,101.82,93.36
12.07,82.07,3.78,1.75,1.161,78.32,102.42,94.97
12.75,84.82,3.37,2.43,1.165,78.37,102.63,95.02
11.98,86.63,3.79,2.24,1.182,78.42,102.92,94.75
10.75,87.27,3.52,2.57,1.171,78.53,102.88,95.0
12.8,89.59,3.48,3.03,1.181,78.49,103.86,94.77
12.06,82.12,3.24,2.13,1.157,78.34,102.58,95.03
11.3,86.09,3.15,2.92,1.178,78.49,103.05,94.98
11.88,87.89,3.51,2.64,1.181,78.24,103.1,94.82
11.47,83.11,2.93,1.65,1.126,77.88,101.45,94.26
13.26,85.91,2.39,2.66,1.17,78.13,102.21,94.2
12.3,90.15,2.83,2.72,1.173,78.47,102.56,94.09
11.06,88.9,3.03,2.22,1.158,78.18,102.02,94.31
12.33,87.19,2.53,3.03,1.169,78.18,102.49,94.5
11.76,80.25,2.63,2.64,1.134,78.31,102.28,95.45
13.15,85.71,2.36,3.23,1.178,78.36,102.58,94.46
11.37,86.85,2.44,2.41,1.137,78.07,101.65,94.09
10.65,85.32,3.5,1.92,1.165,78.3,102.58,94.68
12.04,85.86,3.23,2.23,1.15,78.22,102.46,94.61
11.79,92.78,3.74,1.74,1.171,78.22,102.54,93.13
11.75,85.53,2.51,2.48,1.146,78.19,101.68,94.39
10.72,83.87,3.29,2.54,1.17,78.4,102.97,95.44
12.26,86.53,2.49,2.38,1.163,78.15,101.78,94.24
13.0,85.31,2.3,2.71,1.163,78.1,101.9,94.11
10.85,85.32,2.73,3.23,1.164,78.57,102.81,94.97
12.7,85.81,2.84,1.59,1.128,77.8,101.06,93.66
11.66,87.7,2.22,2.09,1.135,77.78,101.05,93.49
13.41,86.52,2.62,3.21,1.172,78.44,102.88,94.46
12.26,83.36,3.45,2.16,1.174,78.26,102.47,95.25
11.89,85.71,2.62,1.62,1.123,77.87,101.53,93.61
12.66,87.04,2.4,2.84,1.14,78.2,102.32,94.25
12.32,84.97,2.29,2.91,1.149,78.18,102.24,94.53
11.64,88.53,2.83,2.73,1.164,78.21,102.5,94.17
12.43,87.71,3.19,1.7,1.152,78.08,101.49,93.78
11.69,83.82,3.41,3.08,1.198,78.7,103.31,95.72
10.93,86.7,2.38,3.25,1.182,78.27,102.74,94.42
13.22,90.36,3.49,2.59,1.181,78.6,102.65,94.4
11.79,89.43,3.31,1.58,1.144,78.18,102.1,93.5
11.63,85.88,2.56,3.13,1.178,78.29,103.1,94.64
12.2,87.97,3.58,1.89,1.16,78.3,101.95,94.22
11.06,84.52,3.08,2.12,1.15,78.08,102.37,94.91
11.19,82.81,2.5,2.91,1.158,78.25,102.66,95.2
11.7,87.22,3.28,1.62,1.156,77.97,101.99,94.0
11.69,86.54,3.27,1.52,1.158,77.98,101.75,93.7
12.04,87.13,2.35,2.25,1.154,77.84,101.89,93.91
12.67,85.95,2.26,2.44,1.128,78.01,101.4,93.87
11.72,86.72,3.29,1.97,1.167,78.09,102.0,94.37
12.3,84.87,3.32,1.63,1.136,78.0,101.9,94.21
12.36,87.04,2.34,2.4,1.141,77.88,101.65,93.98
11.35,87.83,2.25,2.86,1.161,78.17,101.72,93.99
12.14,85.87,3.63,1.51,1.139,78.28,102.14,94.14
11.43,87.79,3.48,2.53,1.164,78.39,103.2,94.7
12.64,82.1,3.56,2.86,1.181,78.55,103.37,95.88
12.27,84.27,3.65,1.66,1.173,78.09,102.22,94.54
12.01,89.18,3.49,2.72,1.193,78.45,103.42,94.61
11.2,89.88,2.78,2.29,1.144,78.06,101.43,93.76
12.07,86.55,2.38,2.06,1.138,77.81,101.15,93.84
11.54,85.77,3.34,2.49,1.174,78.3,102.55,95.03
12.42,83.21,3.68,1.96,1.169,78.25,102.47,95.13
11.93,86.8,2.57,2.83,1.155,78.28,102.05,94.44
11.51,87.71,3.73,2.16,1.187,78.35,102.46,94.57
12.56,82.74,2.83,1.6,1.131,77.93,101.28,94.26
12.43,87.23,2.58,3.14,1.179,78.46,103.19,94.49
11.64,87.08,3.76,2.38,1.163,78.53,102.76,94.94
12.7,86.97,3.57,1.89,1.165,78.2,102.71,94.51
11.82,83.52,3.24,3.14,1.189,78.42,103.65,95.49
11.81,87.19,2.76,2.65,1.176,78.23,102.61,94.68
12.07,82.7,3.39,1.75,1.127,78.14,102.3,94.5
11.55,89.27,2.61,2.57,1.162,78.26,102.01,94.09
11.74,86.3,2.61,1.79,1.143,77.92,101.51,93.69
11.9,83.44,2.46,2.91,1.159,78.47,101.97,95.1
12.92,88.96,2.94,2.5,1.176,78.22,102.17,94.11
12.9,88.54,3.22,2.09,1.179,78.25,102.26,94.23
11.84,84.57,3.25,2.31,1.174,78.21,102.67,94.92
12.97,90.85,2.35,2.44,1.154,77.97,101.36,93.21
11.97,83.79,3.0,2.74,1.184,78.33,102.23,95.31
12.23,86.69,3.74,1.59,1.161,78.2,102.23,94.12
12.53,88.6,3.19,2.77,1.188,78.47,103.0,94.49
12.18,81.0,2.97,2.28,1.163,77.93,102.32,95.62
13.45,88.2,3.34,2.47,1.165,78.45,102.73,94.47
12.15,85.86,2.87,2.68,1.155,78.41,102.17,94.93
11.28,85.97,3.17,1.66,1.156,78.14,101.92,93.97
12.78,83.63,2.77,3.11,1.181,78.48,103.09,95.08
11.75,86.73,2.45,2.44,1.142,78.07,101.85,94.16
11.82,83.56,3.22,1.72,1.148,78.11,102.3,94.44
10.2,83.87,2.52,2.08,1.155,78.08,101.52,94.52
12.6,85.01,3.16,1.73,1.129,77.97,102.09,94.04
12.49,83.3,3.43,2.73,1.172,78.53,103.09,95.52
12.48,89.46,3.49,1.93,1.167,78.26,101.55,93.9
12.59,83.08,3.07,3.05,1.189,78.46,102.83,95.37
13.01,84.34,2.9,2.53,1.15,78.39,101.67,94.94
11.97,85.3,2.86,2.83,1.16,78.28,102.61,94.9
12.56,86.01,3.2,2.85,1.181,78.37,103.34,94.97
11.55,87.74,3.12,1.96,1.166,78.11,101.5,94.21
11.79,87.8,3.02,3.2,1.184,78.46,103.44,94.79
12.63,85.33,3.78,1.72,1.138,78.34,102.26,94.48
12.23,85.16,3.28,1.54,1.154,77.89,101.84,94.17
11.2,86.08,2.37,2.17,1.139,77.86,101.51,93.99
12.22,87.81,2.35,2.67,1.148,78.15,101.72,94.06
11.89,87.53,3.0,2.19,1.144,78.22,102.22,94.26
11.51,84.86,3.56,2.14,1.18,78.22,102.58,95.04
12.26,81.47,2.6,2.01,1.143,78.08,101.69,94.81
11.76,90.71,2.24,2.8,1.157,77.98,102.49,93.39
11.06,88.09,3.23,2.25,1.166,78.33,102.33,94.28
11.33,86.58,3.51,2.1,1.17,78.21,102.9,94.52
13.06,86.75,2.54,1.56,1.135,77.77,100.86,93.15
11.09,84.85,2.48,2.31,1.163,78.19,101.84,94.49
12.13,83.8,2.73,2.3,1.141,78.11,101.97,94.76
12.37,85.27,2.29,1.55,1.119,77.67,100.45,93.18
12.38,85.51,3.28,2.25,1.159,78.28,102.46,94.85
